"elev_ind";"lus_unclassified_mean";"lus_glacier_mean";"lus_agriculture_mean";"lus_bog_mean";"lus_lake_mean";"lus_forest_mean";"lus_bare_mountain_mean";"lus_urban_mean";"elevation_mean";"area_sum"
1.0;1.10875;0.0;4.3;7.7125;11.08125;74.68;0.0;0.0;749.5;50.0
2.0;12.809375;0.0;0.23125;3.9078125;0.71953125;71.5734375;10.63203125;0.0;910.3375;80.0
3.0;9.611386138613861;0.0;0.0;2.7042079207920793;0.26794554455445546;9.938118811881187;77.24938118811882;0.0;1102.4158415841584;101.0
4.0;0.12555803571428573;0.0;0.0;0.5887276785714286;0.52734375;0.31417410714285715;98.41015625;0.0;1289.2857142857142;112.0
5.0;0.0;0.0;0.0;0.007401315789473684;1.199013157894737;0.0;98.7935855263158;0.0;1491.8947368421052;76.0
6.0;0.0;0.0;0.0;0.0;0.694078947368421;0.0;99.30592105263158;0.0;1699.7631578947369;38.0
7.0;0.0;0.0;0.0;0.0;0.3875;0.0;99.6125;0.0;1897.2;5.0
8.0;0.0;0.0;0.0;0.0;1.25;0.0;98.75;0.0;2076.0;1.0
